"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-11-17","13.65",,,"0.14","0.0","0.0","38","48","35","  180","  170",,"21.9","27.1","    1",,"    1",,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-11-18","15.21",,,"0.54","0.0","0.0","43","48","35","  340","  320",,"29.1","36.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-11-19","13.20",,,"0.00","0.0","0.0","35","37","30","  310","  320",,"21.9","25.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-11-20","17.90",,,"0.00","0.0","0.0","38","52","30","  210","  210",,"29.1","38.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-11-21","14.99",,,"0.02","0.0","0.0","43","44","27","  210","  210",,"25.1","34.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-11-22","7.38",,,"0.00","0.0","0.0","29","35","22","  330","  320",,"15.0","18.1",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-11-23","8.28",,,"0.00","0.0","0.0","36","46","32","  220","  220",,"16.1","21.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-11-24","13.42",,,"0.00","0.0","0.0","44","63","32","  190","  190",,"25.9","36.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-11-25","12.30",,,"0.00","0.0","0.0","49","55","32","  310","  330",,"23.0","30.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-11-26","7.38",,,"0.00","0.0","0.0","38","49","27","  240","  250",,"16.1","21.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-11-27","7.16",,,"0.00","0.0","0.0","44","57","31","  210","  210",,"23.0","30.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-11-28","15.21",,,"0.00","0.0","0.0","55","61","43","  210","  210",,"28.0","36.9",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-11-29","7.16",,,"0.00","0.0","0.0","43","47","34","   50","   50",,"14.1","17.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-11-30","10.74",,,"0.00","0.0","0.0","46","54","39","  290","  300",,"21.0","27.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-01","4.92",,,"0.00","0.0","0.0","41","53","28","  210","  220",,"13.0","15.0",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-02","4.25",,,"0.00","0.0","0.0","42","54","33","  230","  230",,"10.1","13.0",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-03","6.26",,,"0.00","0.0","0.0","43","58","29","  170","  170",,"18.1","23.9",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-04","21.92",,,"0.16","0.0","0.0","55","65","44","  250","  190",,"35.1","47.0",,,"    1",,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-05","21.92",,,"0.00","0.0","0.0","41","44","27","  250","  280",,"38.0","50.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-06","13.65",,,"0.00","0.0","0.0","31","35","26","  250","  250",,"23.9","30.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-07","12.30",,,"0.00","0.0","0.0","25","29","19","  280","  320",,"18.1","23.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-08","12.30",,,"0.01","0.0","0.0","25","37","18","  210","  240",,"19.9","25.9",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-09","13.87",,,"0.03","0.6","1.2","30","32","20","  320","  320",,"25.9","33.1","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-10","10.07",,,"0.00","0.0","0.0","26","35","20","  240","  250",,"18.1","23.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-11","9.84",,,"0.08","1.4","0.0","31","39","23","  330","  320",,"28.0","35.1","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-12","13.42",,,"0.00","0.0","1.2","24","31","17","  350","  340",,"30.0","36.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-13","16.11",,,"0.00","0.0","1.2","26","38","22","  320","  330",,"31.1","38.9","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-14","8.05",,,"0.00","0.0","0.0","24","27","16","  340","  340",,"19.9","25.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-15","11.41",,,"0.00","0.0","0.0","26","37","21","  300","  290",,"25.1","33.1",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-16","7.83",,,"0.00","0.0","0.0","38","46","27","  220","  220",,"18.1","23.9","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-17","4.70",,,"0.00","0.0","0.0","35","42","29","   40","   40",,"10.1","12.1","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-18","11.41",,,"0.01","0.0","0.0","42","46","39","  240","  240",,"21.9","28.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-19","12.08",,,"0.00","0.0","0.0","43","50","35","  240","  240",,"21.0","29.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-20","8.50",,,"0.00","0.0","0.0","34","37","27","  330","  360",,"17.0","21.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-21","8.95",,,"0.00","0.0","0.0","35","40","32","  140","  140",,"14.1","17.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-22","6.93",,,"0.00","0.0","0.0","38","39","33","  340","   10",,"16.1","21.9",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-23","9.40",,,"0.00","0.0","0.0","31","33","19","  300","  320",,"18.1","21.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-24","8.95",,,"0.18","1.8","0.0","21","22","18","  270","  280",,"18.1","25.1","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-25","12.97",,,"0.01","0.1","2.0","16","21","2","  280","  280",,"21.9","30.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-26","9.62",,,"0.00","0.0","1.2","2","5","-3","  300","  300",,"15.0","19.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-27","7.83",,,"0.00","0.0","1.2","1","7","-4","  300","  310",,"15.0","18.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-28","7.83",,,"0.03","0.6","1.2","6","15","0","  190","  200",,"17.0","21.9","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-29","6.26",,,"0.08","0.8","2.0","12","15","9","  290","  280",,"13.0","17.0","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-30","13.42",,,"0.00","0.0","2.0","9","15","-1","  320","  310",,"23.9","31.1","    1",,,,,,,"    1","    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-12-31","11.18",," 1455","0.00","0.0","2.0","4","13","-1","  320","  320",,"18.1","21.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-01","10.74",,,"0.00","0.0","1.2","-2","1","-9","  310","  310",,"17.0","23.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-02","11.18",,,"0.00","0.0","1.2","-2","8","-9","  220","  230",,"21.9","30.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-03","12.30",,,"0.00","0.1","1.2","11","17","6","  330","  220",,"21.0","27.1","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-04","12.30",,,"0.00","0.0","1.2","7","12","0","  330","  330",,"19.9","23.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-05","10.74",,,"0.00","0.0","1.2","5","11","-1","  320","  330",,"19.9","23.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-06","6.49",,,"0.00","0.0","1.2","5","17","-2","  200","  170",,"14.1","17.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-07","14.99",,,"0.03","0.0","1.0","17","33","8","  210","  210",,"23.9","32.0","    1",,,"    1",,"    1",,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-08","11.86",,,"0.00","0.0","1.2","34","37","31","  250","  250",,"18.1","23.9","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-09","6.04",,,"0.00","0.0","0.0","31","36","26","  160","  170",,"14.1","18.1","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-10","15.88",,,"0.01","0.0","0.0","37","56","30","  210","  210",,"31.1","42.1","    1",,,,,"    1",,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-11","16.33",,,"0.36","0.0","0.0","56","59","23","  220","  190",,"28.0","36.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-12","19.91",,,"0.00","0.0","0.0","23","23","14","  360","   10",,"29.1","36.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-13","9.84",,,"0.00","0.0","0.0","13","16","6","  340","  340",,"23.0","27.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-14","9.40",,,"0.08","0.8","0.0","12","21","5","  160","  170",,"21.9","29.1","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-15","10.96",,,"0.14","2.3","2.0","19","24","10","  170","  170",,"17.0","21.9","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-16","11.86",,,"0.01","0.6","3.1","15","26","9","  330","  320",,"18.1","21.9","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-17","12.30",,,"0.00","0.0","3.1","13","20","4","  240","  240",,"25.1","32.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-18","14.99",,,"0.00","0.0","2.0","21","32","16","  220","  240",,"21.9","28.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-19","16.78",,,"0.00","0.0","2.0","32","40","28","  210","  230",,"25.9","34.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-20","8.28",,,"0.00","0.0","0.0","39","45","32","  220","  220",,"15.0","21.9","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-21","3.80",,,"0.00","0.0","0.0","40","44","36","  120","  180",,"8.1","11.0","    1","    1",,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-22","12.53",,,"0.81","0.0","0.0","47","54","38","  250","  250",,"23.9","35.1","    1","    1","    1",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-23","12.75",,,"0.07","0.5","0.0","35","39","28","  320","  320",,"21.0","28.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-24","6.49",,,"0.02","0.3","1.2","29","30","27","  340","  260",,"13.0","16.1",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-25","9.62",,,"0.00","0.0","1.2","31","43","24","  170","  170",,"19.9","21.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-26","18.57",,,"0.00","0.0","0.0","41","51","33","  200","  180",,"32.0","40.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-27","12.30",,,"0.00","0.0","0.0","47","50","36","  210","  210",,"31.1","42.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-28","8.72",,,"0.01","0.0","0.0","35","40","28","   20","   20",,"18.1","23.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-29","12.08",,,"0.00","0.0","0.0","27","30","17","  350","  350",,"21.0","25.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-30","10.51",,,"0.00","0.0","0.0","21","31","15","  170","  170",,"25.9","34.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-01-31","13.87",,,"0.00","0.0","0.0","35","42","31","  190","  180",,"25.1","34.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-02-01","15.43",,,"0.00","0.0","0.0","28","35","8","  310","  320",,"25.9","34.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-02-02","10.29",,,"0.00","0.0","0.0","11","22","5","  220","  220",,"17.0","21.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-02-03","13.20",,,"0.03","0.8","0.0","26","41","22","  220","  230",,"28.0","36.9","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-02-04","13.42",,,"0.08","1.1","1.2","26","35","4","  340","  350",,"23.9","31.1","    1",,,,,,,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-02-05","6.93",,,"0.22","2.2","2.0","6","12","-3","  220","  250",,"14.1","18.1","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-02-06","5.37",,,"0.02","0.2","3.9","12","21","3","  340","  290",,"12.1","15.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-02-07","9.40",,,"0.11","1.7","3.9","17","20","8","  290","  290",,"17.0","21.9","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-02-08","6.93",,,"0.15","1.6","3.9","13","21","7","  240","  250",,"13.0","16.1","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-02-09","10.74",,,"0.57","6.2","7.9","24","28","18","   20","   30",,"21.0","25.1","    1",,,,,,,"    1","    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-02-10","9.62",,,"0.05","0.8","9.8","19","22","14","  350","  350",,"17.0","21.9","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-02-11","10.07",,,"0.39","3.7","11.8","20","22","11","  340","  340",,"16.1","19.9","    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-02-12","6.26",,,"0.00","0.0","11.8","15","27","4","  340","  340",,"13.0","15.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-02-13","6.26",,,"0.00","0.0","11.0","20","35","7","  180","  190",,"14.1","16.1",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-02-14","9.62",,,"0.00","0.0","9.8","32","44","24","  220","  220",,"16.1","21.0","    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-02-15","6.26",,,"0.00","0.0","3.9","41","48","38","   40","  350",,"15.0","19.0","    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-02-16","10.07",,,"0.00","0.0","0.0","36","37","20","  340","  340",,"19.9","27.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-02-17","8.50",,,"0.11","2.0","0.0","25","35","17","  270","  280",,"17.0","23.0","    1","    1",,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-02-18","10.74",,,"0.02","0.0","2.0","27","41","12","  150","  180",,"21.0","25.9","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-02-19","12.08",,,"0.52","0.0","0.0","42","60","37","  200","  210",,"23.9","33.1","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-02-20","13.20",,,"2.10","0.0","0.0","59","66","34","  190","  200",,"25.1","33.1","    1",,"    1",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-02-21","10.96",,,"0.04","0.0","0.0","32","34","27","  330","  320",,"18.1","21.9",,,,"    1",,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-02-22","13.20",,,"0.00","0.0","0.0","33","40","29","  120","  110",,"21.9","25.9","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-02-23","9.40",,,"0.06","0.0","0.0","40","44","33","  270","  260",,"19.9","27.1","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-02-24","13.20",,,"0.16","0.0","0.0","36","50","33","  120","  110",,"25.1","33.1","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-02-25","17.90",,,"0.01","0.0","0.0","40","50","34","  260","  270",,"32.0","46.1","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-02-26","8.72",,,"0.00","0.0","0.0","40","53","28","  230","  220",,"21.0","29.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-02-27","13.87",,,"0.00","0.0","0.0","48","62","39","  200","  190",,"23.0","30.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-02-28","11.18",,,"0.00","0.0","0.0","51","59","37","   20","   40",,"19.9","25.1","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-03-01","14.54",,,"0.81","0.0","0.0","39","46","34","   10","   10",,"25.1","33.1","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-03-02","6.26",,,"0.00","0.0","0.0","38","48","30","  100","  100",,"13.0","15.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-03-03","7.83",,,"0.00","0.0","0.0","38","43","33","   70","  100",,"15.0","18.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-03-04","12.30",,,"0.00","0.0","0.0","38","46","32","  120","  120",,"21.9","28.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-03-05","17.45",,,"0.11","0.4","0.0","37","40","33","  110","  120",,"28.0","36.9","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-03-06","8.72",,,"0.07","0.0","0.0","35","41","31","  330","  320",,"23.0","28.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-03-07","13.65",,,"0.00","0.0","0.0","31","34","25","  320","  330",,"21.9","28.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-03-08","11.18",,,"0.00","0.0","0.0","28","34","24","  330","  310",,"21.0","23.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-03-09","6.49",,,"0.00","0.0","0.0","30","41","23","  320","  320",,"14.1","21.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-03-10","5.59",,,"0.00","0.0","0.0","33","41","23","   90","  100",,"13.0","17.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-03-11","8.28",,,"0.00","0.0","0.0","34","40","28","   50","   70",,"18.1","21.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-03-12","11.41",,,"0.00","0.0","0.0","37","46","30","  340","  340",,"23.9","31.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-03-13","10.74",,,"0.22","2.2","0.0","32","35","19","  360","  360",,"19.9","23.9","    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-03-14","10.96",,,"0.00","0.0","1.2","30","48","22","  250","  250",,"25.9","32.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-03-15","9.17",,,"0.00","0.0","0.0","40","50","28","   30","  320",,"16.1","27.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-03-16","10.96",,,"0.00","0.0","0.0","32","38","29","   30","   30",,"18.1","21.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-03-17","10.07",,,"0.00","0.0","0.0","37","46","30","   40","   50",,"19.9","23.9",,,,"    1",,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-03-18","4.70",,,"0.00","0.0","0.0","40","57","27","   40","  210",,"10.1","14.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-03-19","15.21",,,"0.00","0.0","0.0","41","46","33","   30","   30",,"28.0","35.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-03-20","17.00",,,"0.00","0.0","0.0","33","37","29","   10","   20",,"25.9","32.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-03-21","10.51",,,"0.00","0.0","0.0","33","40","25","  360","   30",,"21.0","25.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-03-22","6.93",,,"0.00","0.0","0.0","34","50","22","  110","  110",,"15.0","18.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-03-23","9.17",,,"0.00","0.0","0.0","36","43","25","   50","   40",,"17.0","21.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-03-24","17.45",,,"0.00","0.0","0.0","36","40","32","   90","   90",,"28.0","38.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-03-25","14.09",,,"0.00","0.0","0.0","34","41","27","  100","  100",,"21.0","25.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-03-26","9.62",,,"0.23","0.0","0.0","39","53","31","  150","  140",,"21.9","27.1","    1",,,,,,,,,,,,,,,,,,
