IGRA,LAT,LON,Number,Name,Fir_date,Last_date,Other_Number
MAM00067083,-18.8,47.4833,1279.0,ANTANANARIVO/IVATO ,1279,2019,32742
MAM00067085,-18.9,47.5333,1310.0,TANANARIVE/SCM ,1310,1966,4211
MAM00067095,-18.1167,49.4,5.0,TOAMASINA ,5,2019,18875
MAM00067113,-19.833,48.8,5.0,MAHANORO ,5,1982,1069
MAM00067117,-20.283,44.317,7.0,MORONDAVA ,7,1997,3268
MAM00067131,-21.75,43.367,4.0,MOROMBE ,4,1981,1328
MAM00067137,-21.45,47.1,1115.0,FIANARANTSOA ,1115,1994,1453
MAM00067143,-21.2,48.367,5.0,MANANJARY ,5,1995,4840
MAM00067152,-22.55,45.4,824.0,RANOHIRA ,824,2006,1639
MAM00067157,-22.8,47.833,8.0,FARAFANGANA ,8,1981,2385
MAM00067161,-23.383,43.733,8.0,TOLIARA ,8,1996,5308
MAM00067194,-25.55,45.533,22.0,FAUX-CAP ,22,1980,549
MAM00067197,-25.0333,46.95,8.0,TAOLAGNARO ,8,2019,29749
MBM00078925,14.6,-61.0,5.0,LAMENTIN AERO ,5,2001,9234
MDM00033815,47.017,28.867,170.0,KISINEV ,170,2002,37217
MFM00067005,-12.8,45.2833,8.0,DZAOUDZI/PAMANZI ,8,2009,15117
MGM00044212,49.8,92.0833,940.0,ULAANGOM ,940,2019,19798
MGM00044218,48.017,91.567,1405.0,HOVD ,1405,1982,3097
MGM00044231,49.6333,100.1667,1285.0,MUREN ,1285,2019,20231
MGM00044239,48.8,103.55,1208.0,BULGAN ,1208,1982,2639
MGM00044241,48.917,106.067,807.0,BARUUNHARAA ,807,1982,2895
MGM00044259,48.0833,114.55,747.0,CHOIBALSAN ,747,2013,11826
MGM00044272,47.75,96.85,1759.0,ULIASTAI ,1759,1982,1923
MGM00044277,46.4,96.25,2182.0,ALTAI ,2182,2013,14794
MGM00044282,47.45,101.467,1691.0,TSETSERLEG ,1691,1982,2069
MGM00044288,46.2667,102.7833,1813.0,ARVAIHEER ,1813,2013,13261
MGM00044292,47.9167,106.8667,1729.0,ULAANBAATAR ,1729,2019,38107
MGM00044341,45.767,106.283,1393.0,MANDALGOBI ,1393,1982,3030
MGM00044354,44.9,110.117,938.0,SAINSHAND ,938,1990,17817
MGM00044373,43.5833,104.4167,1465.0,DALANZADGAD ,1465,2019,21450
MGM00044385,43.2,107.167,1114.0,HANBOGD ,1114,1989,2539
MIM00067423,-9.95,33.883,529.0,KARONGA ,529,1994,2595
MIM00067485,-11.883,33.617,1351.0,MZIMBA ,1351,1994,4451
MIM00067489,-11.45,34.017,1253.0,MZUZU ,1253,1992,3655
MIM00067586,-13.783,33.767,1229.0,LILONGWE INTL AIRPO ,1229,2002,7888
MIM00067587,-13.76,33.7,1135.0,LILONGWE ,1135,1982,7210
MIM00067597,-13.75,34.583,513.0,SALIMA ,513,1995,2342
MIM00067693,-15.683,34.967,767.0,CHILEKA ,767,1992,10079
MKM00013586,41.95,21.633,233.0,SKOPJE- AIRPORT ,233,2008,2454
MLM00061202,20.2,0.9833,494.0,TESSALIT ,494,2010,13490
MLM00061214,18.433,1.35,458.0,KIDAL ,458,1993,5839
MLM00061223,16.7167,-3.0,263.0,TOMBOUCTOU ,263,2012,28543
MLM00061226,16.267,-0.05,265.0,GAO ,265,2005,33723
MLM00061233,15.167,-7.283,271.0,NARA ,271,1991,9645
MLM00061257,14.482,-11.44,52.0,KAYES/DAG-DAG ,52,1997,16115
MLM00061265,14.5167,-4.1,276.0,MOPTI ,276,2017,28916
MLM00061272,13.433,-6.283,288.0,SEGOU ,288,1990,22146
MLM00061290,12.633,-8.033,329.0,BAMAKO ,329,1974,18540
MLM00061291,12.5333,-7.95,380.0,BAMAKO/SENOU ,380,2017,47815
MLXUAAW1257,14.4333,-11.4333,46.0,KAYES ,46,1957,12798
MLXUAAW1265,14.5,-4.2,268.0,MOPTI-SEVARE ,268,1957,11065
MLXUAAW1270,13.0667,-9.4833,339.0,KITA ,339,1957,4283
MOM00060101,35.733,-5.9,19.0,TANGER (AERODROME) ,19,1987,389
MOM00060107,35.183,-3.85,14.0,AL HOCEIMA ,14,1979,4040
MOM00060115,34.783,-1.95,468.0,OUJDA ,468,1997,7639
MOM00060119,34.3,-6.6,12.2,KENITRA PORT LYAUTEY ,12,1970,12066
MOM00060127,34.217,-4.0,510.0,TAZA ,510,1979,2441
MOM00060150,33.883,-5.533,560.0,MEKNES ,560,1978,2167
MOM00060155,33.5667,-7.6667,56.0,CASABLANCA ,56,2019,25773
MOM00060185,32.283,-9.233,45.0,SAFI ,45,1979,1179
MOM00060191,32.367,-6.4,468.0,BENI-MELLAL ,468,2005,2448
MOM00060195,32.683,-4.733,1515.0,MIDELT ,1515,1988,2966
MOM00060210,31.933,-4.4,1042.0,ERRACHIDIA ,1042,1995,6598
MOM00060230,31.617,-8.033,466.0,MARRAKECH ,466,1994,9944
MOM00060250,30.383,-9.567,23.0,AGADIR INEZGANNE ,23,1991,14085
MOM00060252,30.333,-9.417,74.0,AGADIR AL MASSIRA ,74,2003,2971
MOM00060265,30.933,-6.9,1140.0,OUARZAZATE ,1140,1983,8186
MOXUAC00132,34.05,-6.7667,79.0,RABAT ,79,1949,612
MPM00061974,-10.433,56.75,2.0,AGALEGA ,2,2006,2514
MPM00061986,-16.45,59.617,2.0,ST. BRANDON ,2,2006,5725
MPM00061988,-19.683,63.417,58.0,RODRIGUES ,58,2006,10891
MPM00061995,-20.2975,57.4947,423.0,VACOAS (MAURITIUS) ,423,2019,22677
MQM00091066,28.2,-177.3833,5.5,MIDWAY IS NAS ,5,1991,33263
MRM00061401,25.233,-11.617,364.0,BIR MOGHREIN ,364,1989,5175
MRM00061403,22.683,-12.7,299.0,FORT GOURAUD ,299,1983,10744
MRM00061404,22.75,-12.483,343.0,ZOUERATE ,343,1993,2072
MRM00061415,20.9333,-17.0333,5.0,NOUADHIBOU ,5,2017,33748
MRM00061421,20.517,-13.067,226.0,ATAR ,226,1989,22233
MRM00061442,18.1,-15.95,2.0,NOUAKCHOTT ,2,2017,30579
MRM00061497,16.6,-7.267,269.0,NEMA ,269,1991,14295
MRM00061498,16.633,-11.4,115.0,KIFFA ,115,1993,4608
MRXUAAW1499,16.7333,-9.6333,235.0,AIOUN ELATROUSS ,235,1957,4231
MTM00016597,35.85,14.483,91.0,LUQA ,91,2000,21963
MUM00041256,23.5953,58.2983,8.4,MUSCAT INT'L AIRPORT ,8,2019,14043
MUM00041288,20.667,58.9,19.0,MASIRAH ,19,1985,514
MUM00041316,17.0439,54.1022,23.0,SALALAH AIRPORT ,23,2019,10068
MUXUAE05791,23.6,58.55,0.0,BAIT AL FALAJ ,0,1935,4268
MVM00043555,4.1917,73.5292,1.7,MALE ,1,2011,4090
MVM00043599,-0.6933,73.1556,1.8,GAN ,1,2019,5281
MXM00076151,28.883,-118.3,23.0,ISLA GUADALUPE ,23,1998,13025
MXM00076225,28.6667,-106.0333,1472.0,CHIHUAHUA ,1472,2019,27854
MXM00076256,27.95,-110.8,12.0,EMPALME ,12,2018,25453
MXM00076370,25.617,-109.05,12.0,TOPOLOBAMPO ,12,2006,251
MXM00076382,25.533,-103.45,1150.0,TORREON AIRPORT ,1150,2004,1530
MXM00076394,25.8667,-100.2333,448.0,"AEROP.INTERNACIONAL MONTERREY, ",448,2019,26045
MXM00076405,24.1167,-110.3167,18.0,LA PAZ ,18,2019,12622
MXM00076458,23.2167,-106.4,3.0,COLONIA JUAN CARRASCO MAZATLAN ,3,2019,32631
MXM00076491,23.73,-99.11,336.0,CIUDAD VICTORIA ,336,1951,1366
MXM00076526,22.75,-102.5,2265.0,"ZACATECAS,ZAC. ",2265,2019,6071
MXM00076549,22.283,-97.85,15.0,TAMPICO ,15,2006,165
MXM00076595,21.0167,-86.85,9.0,CANCUN ,9,2018,6583
MXM00076612,20.7,-103.3833,1551.0,GUADALAJARA ,1551,2019,12274
MXM00076644,20.95,-89.65,11.0,AEROP.INTERNACIONAL MERIDA ,11,2018,37717
MXM00076654,19.0667,-104.3333,3.0,MANZANILLO ,3,2018,16479
MXM00076679,19.4333,-99.1333,2235.0,AEROP. INTERNACIONAL MEXICO ,2235,2019,41597
MXM00076692,19.15,-96.1333,19.0,"HACIENDA YLANG YLANG VERACRUZ, ",19,2019,30790
MXM00076713,18.633,-91.833,2.0,CUIDAD DEL CARMEN ,2,2005,185
MXM00076723,18.717,-110.95,35.0,ISLA SOCORRO ,35,2007,9477
MXM00076743,17.9833,-92.9333,6.0,VILLAHERMOSA ,6,2019,2950
MXM00076805,16.75,-99.75,3.0,ACAPULCO ,3,2018,8311
MXM00076833,16.1667,-95.1667,2.0,SALINA CRUZ ,2,2003,556
MXM00076903,14.9167,-92.25,118.0,TAPACHULA ,118,2018,1153
MYM00048601,5.3,100.2667,3.0,PENANG/BAYAN LEPAS ,3,2019,61381
MYM00048602,5.467,100.383,4.0,BUTTERWORTH AB ,4,1984,24729
MYM00048615,6.1667,102.2833,5.0,KOTA BHARU ,5,2019,57672
MYM00048620,4.2167,100.7,7.0,SITIAWAN ,7,2018,52733
MYM00048647,3.117,101.55,27.0,KUALA LUMPUR SUBANG ,27,1998,23589
MYM00048648,3.1,101.65,46.0,PETALING JAYA ,46,1999,10635
MYM00048650,2.7167,101.7,21.0,KUALA LUMPUR INTERNATIONAL AIR ,21,2019,26226
MYM00048657,3.7833,103.2167,15.0,KUANTAN ,15,2019,52464
MYM00096413,1.4833,110.3333,22.0,KUCHING ,22,2019,56291
MYM00096441,3.2,113.0333,3.0,BINTULU ,3,2019,56279
MYM00096471,5.9333,116.05,2.0,KOTA KINABALU ,2,2019,54919
MYM00096481,4.2667,117.8833,20.0,TAWAU ,20,2019,20228
MYM00096491,5.9,118.0667,10.0,SANDAKAN ,10,2018,47253
MZM00067215,-12.983,40.533,50.0,PEMBA ,50,1973,3898
MZM00067217,-13.3,35.233,1365.0,LICHINGA ,1365,1981,1908
MZM00067237,-15.1,39.283,441.0,NAMPULA ,441,2005,4237
MZM00067261,-16.183,33.583,150.0,TETE ,150,1983,2074
MZM00067283,-17.883,36.883,16.0,QUELIMANE ,16,1984,2266
MZM00067297,-19.8,34.9,16.0,BEIRA ,16,1984,8665
MZM00067323,-23.867,35.383,15.0,INHAMBANE ,15,1983,4808
MZM00067341,-25.917,32.567,44.0,MAPUTO/MAVALANE ,44,1996,20132
MZXUAE04824,-14.95,40.67,15.0,MOSSURIL ,15,1955,3085
MZXUAE5856A,-15.03,40.67,11.0,LUMBO ,11,1968,2531
NCM00091577,-20.567,164.283,23.0,KOUMAC ,23,2004,11482
NCM00091582,-20.767,167.233,28.0,OUANAHAM ,28,2004,7206
NCM00091592,-22.2761,166.4528,70.0,NOUMEA (NLLE-CALEDONIE) ,70,2019,41129
NFM00094996,-29.0389,167.9408,113.0,NORFOLK ISLAND AERO ,113,2019,73389
NGM00061017,18.683,12.917,355.0,BILMA ,355,2001,21154
NGM00061024,16.9667,7.9833,501.0,AGADEZ ,501,2019,47884
NGM00061052,13.4833,2.1667,223.0,NIAMEY-AERO ,223,2019,75363
NGM00061075,13.8,5.25,272.0,BIRNI-N'KONNI ,272,2012,30210
NGM00061080,13.467,7.083,372.0,MARADI ,372,2002,18936
NGM00061090,13.7833,8.9833,452.0,ZINDER ,452,2012,42219
NHM00091554,-15.517,167.217,44.0,PEKOA AIRPORT ,44,1979,661
NHM00091557,-17.7,168.3,20.0,BAUERFIELD (EFATE) ,20,2016,7305
NHM00091558,-17.75,168.3,18.0,VILA (EFATE) ,18,1985,12954
NHM00091568,-20.233,169.767,7.0,ANEITYUM ,7,1979,125
NIM00065046,12.05,8.5333,472.5,KANO ,472,2019,3009
NIM00065082,11.85,13.083,354.0,MAIDUGURI ,354,1984,593
NIM00065123,9.617,6.533,260.0,MINNA ,260,1980,440
NIM00065125,9.25,7.0,343.1,ABUJA ,343,2018,972
NIM00065201,6.583,3.333,38.0,LAGOS/IKEJA ,38,1975,3244
NIM00065202,6.5,3.3833,19.0,LAGOS/OSHODI ,19,2019,1378
NIM00065257,6.467,7.55,137.0,ENUGU ,137,1983,469
NLM00006210,52.167,4.433,1.0,VALKENBURG ,1,2002,583
NLM00006235,52.9269,4.7811,1.2,DE KOOIJ VK ,1,2014,2980
NLM00006242,53.25,4.917,4.0,VLIELAND ,4,2002,6803
NLM00006260,52.0989,5.1797,1.9,DE BILT AWS ,1,2019,67134
NNM00078866,18.0333,-63.1167,3.0,JULIANA AIRPORT ,3,2017,24611
NOM00001010,69.3153,16.1308,10.0,ANDOYA ,10,2019,3222
NOM00001030,69.7,19.02,12.0,TROMSO ,12,1959,3783
NOM00001152,67.2669,14.3586,11.0,BODO VI ,11,2014,38387
NOM00001241,63.7056,9.6117,10.0,ORLAND III ,10,2019,39844
NOM00001384,60.2,11.083,201.0,OSLO/GARDERMOEN ,201,2001,27726
NOM00001400,56.5422,3.2236,52.0,EKOFISK ,52,2019,14770
NOM00001415,58.8742,5.665,37.0,STAVANGER/SOLA ,37,2019,43595
NOM00001492,59.9428,10.7194,95.0,OSLO-BLINDERN ,95,2018,934
NOXUAC04176,60.38,5.33,36.0,BERGEN ,36,1942,179
NOXUAC04178,68.47,17.5,23.0,NARVIK ,23,1941,128
NOXUAE05479,59.97,11.03,106.0,KJELLER ,106,1944,1688
NPM00044454,27.7,85.367,1337.0,KATHMANDU AIRPORT ,1337,1980,651
NRM00091532,-0.5167,166.9167,7.0,NAURU ARC-2 ,7,2013,6251
NSM00081202,5.95,-57.033,2.0,NICKERIE ,2,1980,382
NSM00081209,4.35,-54.417,52.0,STOELMANSEILAND ,52,1979,153
NSM00081225,5.45,-55.2,16.0,ZANDERIJ ,16,1986,2383
NSM00081250,3.783,-56.15,323.0,TAFELBERG ,323,1979,228
NSM00081251,2.033,-56.117,265.0,SIPALIWINI ,265,1986,331
NSM00081253,3.367,-57.333,165.0,COEROENI ,165,1986,254
NUM00078730,14.067,-83.367,20.0,PUERTO CABEZAS ,20,1983,4028
NUM00078741,12.15,-86.167,56.0,MANAGUA A.C.SANDINO ,56,2007,2831
NZM00093012,-35.1,173.267,54.0,KAITAIA ,54,1996,14537
NZM00093072,-36.3,174.7,452.0,MT TAMAHUNGA ,452,2006,14698
NZM00093112,-36.7928,174.6214,30.0,WHENUAPAI ,30,2019,18954
NZM00093115,-36.85,174.78,5.0,AUCKLAND ,5,1957,2917
NZM00093119,-37.017,174.8,6.0,AUCKLAND AIRPORT ,6,1988,23125
NZM00093291,-38.6667,177.9833,5.0,GISBORNE AERODROME ,5,2011,28600
NZM00093308,-39.0167,174.1833,28.0,NEW PLYMOUTH AERO ,28,2011,31454
NZM00093337,-39.467,175.683,821.0,WAIOURU ,821,1978,2309
NZM00093417,-40.9044,174.9839,6.0,PARAPARAUMU AERODROME ,6,2019,31993
NZM00093431,-41.3,174.63,548.0,OUTLOOK HILL ,548,2006,11385
NZM00093614,-42.7167,170.9833,45.0,HOKITIKA AERODROME ,45,2012,26036
NZM00093677,-42.417,173.7,101.0,KAIKOURA ,101,1991,5055
NZM00093769,-43.78,172.02,124.0,RAKAIA ,124,2006,12147
NZM00093780,-43.483,172.55,30.0,CHRISTCHURCH ,30,1996,31930
NZM00093844,-46.4108,168.3178,2.0,INVERCARGILL AIRPORT ,2,2019,61082
NZM00093944,-52.55,169.15,15.0,CAMPBELL ISLAND ,15,1995,18775
NZM00093986,-43.95,-176.5667,44.0,CHATHAM ISL/TUUTA ,44,2011,16837
NZM00093997,-29.2447,-177.9289,47.7,RAOUL ISLAND ,47,2019,24926
ODM00062840,9.55,31.65,388.0,MALKAL ,388,1981,4130
ODM00062880,7.7,28.017,438.0,WAU ,438,1982,717
ODM00062941,4.867,31.6,457.0,JUBA ,457,1981,1813
PAM00086068,-22.0167,-60.6167,167.0,MARISCAL ESTIGARRIBIA ,167,2005,708
PAM00086218,-25.2333,-57.5167,83.0,AEROPUERTO SILVIO PETTIROSSI ,83,2019,5045
PEM00084377,-3.783,-73.3,126.0,IQUITOS ,126,1980,705
PEM00084378,-3.7333,-73.25,117.0,MORONA ,117,2010,691
PEM00084390,-4.567,-81.233,85.0,TALARA ,85,1980,1823
PEM00084401,-5.2,-80.6,49.0,PIURA ,49,2007,919
PEM00084416,-5.1833,-80.6,52.0,PIURA GRUP7 ,52,2011,517
PEM00084452,-6.783,-79.817,30.0,CHICLAYO ,30,1984,1504
PEM00084515,-8.367,-74.567,149.0,PUCALLPA ,149,1979,328
PEM00084628,-12.0167,-77.1167,12.0,LIMA/CALLAO ,12,2019,15314
PEM00084629,-12.15,-77.0,80.0,LAS PALMAS ,80,2010,389
PEM00084691,-13.733,-76.217,7.0,PISCO ,7,1979,1501
PEM00084752,-16.333,-71.567,2539.0,AREQUIPA ,2539,2006,3138
PFM00048860,16.55,111.617,6.0,HOANG SA (PATTLE) ,6,1973,417
PFM00059981,16.8333,112.3333,5.0,XISHA DAO ,5,2019,41192
PKM00041506,35.9217,71.8,1499.0,CHITRAL ,1499,2019,9085
PKM00041515,35.5667,71.7833,1464.0,DROSH ,1464,2019,13346
PKM00041516,35.9167,74.3333,1453.0,GILGIT ,1453,2003,521
PKM00041529,34.0333,71.9333,329.0,PESHAWAR ,329,2019,38754
PKM00041560,33.8667,70.0833,1725.0,PARACHINAR ,1725,2009,2376
PKM00041571,33.6167,73.1,507.0,ISLAMABAD AIRPORT ,507,2009,7050
PKM00041594,32.05,72.667,188.0,SARGODHA ,188,2007,19138
PKM00041598,32.9333,73.7167,232.0,JHELUM ,232,2019,23604
PKM00041600,32.5,74.5333,255.0,SIALKOT ,255,2018,832
PKM00041620,31.35,69.467,1407.0,ZHOB ,1407,1981,8789
PKM00041624,31.8167,70.9167,172.0,DERA ISMAIL KHAN ,172,2019,16463
PKM00041640,31.55,74.3333,214.0,LAHORE CITY ,214,2019,22864
PKM00041661,30.2667,66.9167,1620.0,QUETTA (SHEIKH MANDA) ,1620,2019,21994
PKM00041675,30.2,71.4333,122.0,MULTAN ,122,2019,23824
PKM00041678,29.95,73.25,162.0,BAHAWALNAGAR ,162,2018,1011
PKM00041685,29.8833,69.7167,1097.0,BARKHAN ,1097,2009,1029
PKM00041696,29.0333,66.5833,2015.0,KALAT ,2015,2007,172
PKM00041710,28.8167,62.75,682.0,NOKKUNDI ,682,2018,1322
PKM00041712,28.8833,64.4,848.0,DAL BANDIN ,848,2019,8889
PKM00041715,28.3,68.4667,55.0,JACOBABAD ,55,2019,27842
PKM00041718,28.65,70.6833,87.0,KHANPUR ,87,2019,25939
PKM00041739,26.9667,64.1,980.0,PANJGUR ,980,2018,8843
PKM00041744,27.8333,66.6333,1231.0,KHUZDAR ,1231,2018,1097
PKM00041749,26.25,68.3667,37.0,NAWABSHAH ,37,2019,14286
PKM00041756,25.0667,61.8,56.0,JIWANI ,56,2017,17618
PKM00041759,25.2667,63.4833,4.0,PASNI ,4,2003,119
PKM00041764,25.3833,68.4167,28.0,HYDERABAD ,28,2018,814
PKM00041768,25.5167,69.7833,5.0,CHHOR ,5,2018,22749
PKM00041780,24.9,67.1333,21.0,KARACHI AIRPORT ,21,2019,53549
PKXUAE05548,31.62,74.4,217.0,LAHORE ,217,1956,12639
PKXUAE05801,25.13,62.32,0.0,GWADAR ,0,1935,4276
PKXUAE05835,27.7,68.92,80.0,SUKKUR ,80,1935,668
PLM00012105,54.2,16.1833,34.0,KOSZALIN ,34,1971,1537
PLM00012120,54.7536,17.5347,1.8,LEBA ,1,2019,39734
PLM00012330,52.417,16.85,84.0,POZNAN ,84,1992,31288
PLM00012374,52.4078,20.9564,94.2,LEGIONOWO ,94,2019,59064
PLM00012375,52.18,20.97,65.0,WARSZAWA ,65,1956,1720
PLM00012425,51.1131,16.8811,119.6,WROCLAW I ,119,2019,45266
PLXUAC03751,50.28,21.43,167.0,MIELEC ,167,1960,738
PLXUAE05764,51.12,17.03,118.0,WROCLAW ,118,1920,146
PMM00078807,8.9667,-79.5667,7.0,COROZAL OESTE ,7,2019,43701
POM00008507,39.0833,-28.0333,26.0,GRACIOSA/AERODROME ,26,2018,2173
POM00008508,38.7678,-27.0856,73.0,LAJES (ACORES) ,73,2019,56322
POM00008522,32.6333,-16.9,58.0,FUNCHAL ,58,2019,28797
POM00008535,38.72,-9.15,95.4,LISBOA/GEOFISICO ,95,1944,669
POM00008545,41.233,-8.683,77.0,PORTO/PEDRAS RUBRAS ,77,1981,1615
POM00008549,40.2,-8.417,140.0,COIMBRA ,140,1975,458
POM00008554,37.017,-7.967,8.0,FARO/AEROPORTO ,8,1983,1831
POM00008579,38.7667,-9.1333,104.0,LISBOA/GAGO COUTINHO ,104,2019,41275
PPM00092035,-9.3833,147.2167,48.0,PORT MORESBY W.O. ,48,2015,50726
PPM00092044,-2.05,147.4167,4.0,MOMOTE W.O. ,4,2013,23951
PPM00094014,-5.217,145.783,4.0,MADANG ,4,1995,18232
PPM00094027,-6.733,147.0,8.0,LAE ,8,1987,29138
PPM00094085,-4.217,152.183,9.0,RABAUL ,9,1988,27818
PPM00094087,-10.7,152.833,14.0,MISIMA ISLAND ,14,1995,2055
PSM00091408,7.3687,134.5412,53.1,KOROR ,53,2019,44725
PUM00061766,11.87,-15.5,29.0,BISSAU ,29,1967,2569
QAM00041169,25.2731,51.6081,4.0,HAMAD INTERNATIONAL AIRPORT ,4,2018,9823
REM00061980,-20.8925,55.5286,20.0,SAINT-DENIS/GILLOT (REUNION) ,20,2019,24518
REM00061984,-21.333,55.483,53.0,ST. PIERRE/FONDS ,53,1990,5723
RIM00013275,44.7667,20.4167,203.0,BEOGRAD/KOSUTNJAK ,203,2019,30010
RIM00013276,44.7833,20.5333,243.0,BEOGRAD/SELENO BRD ,243,1971,8769
RIM00013388,43.3333,21.9,203.0,NIS ,203,2019,2276
RMM00091250,11.35,162.35,5.0,ENEWETAK ,5,1979,16361
RMM00091254,11.52,165.55,3.0,BIKINI ,3,1958,294
RMM00091258,11.233,169.85,2.0,UTIRIK ATOLL M.ISL ,2,1974,577
RMM00091366,8.7333,167.7333,2.0,KWAJALEIN/BUCHOLZ AAF ,2,2019,40404
RMM00091369,5.917,169.65,3.0,JALUIT ATOLL ,3,1974,130
RMM00091371,9.467,170.25,3.0,WOTJE ATOLL ,3,1974,299
RMM00091376,7.0683,171.2942,3.9,MAJURO/MARSHALL IS. INTNL. ,3,2019,46927
RMXUA912505,11.3,167.48,3.0,RONGERIK ,3,1954,145
ROM00015010,47.717,22.883,124.0,SATU MARE ,124,1993,1507
ROM00015014,47.667,23.5,218.0,BAIA MARE ,218,1982,1152
ROM00015023,47.633,26.25,350.0,SUCEAVA ,350,1982,513
ROM00015080,47.033,21.9,140.0,ORADEA ,140,1982,822
ROM00015090,47.167,27.633,104.0,IASI ,104,1991,1100
ROM00015120,46.7778,23.5714,410.0,CLUJ-NAPOCA ,410,2012,38157
ROM00015145,46.533,24.533,309.0,TG. MURES ,309,1993,1169
ROM00015150,46.583,26.983,184.0,BACAU ,184,1996,1500
ROM00015200,46.167,21.317,117.0,ARAD ,117,1993,7175
ROM00015230,45.867,22.9,231.0,DEVA ,231,1982,887
ROM00015235,45.833,24.933,429.0,FAGARAS ,429,1993,154
ROM00015247,45.767,21.25,88.0,TIMISOARA ,88,1982,862
ROM00015260,45.783,24.083,443.0,SIBIU ,443,1989,813
ROM00015300,45.7,25.533,538.0,BRASOV-GHIMBAV ,538,1984,588
ROM00015302,45.5,25.583,1093.0,PREDEAL ,1093,1988,913
ROM00015310,45.5,28.2,71.0,GALATI ,71,1989,7351
ROM00015350,45.15,26.817,96.0,BUZAU ,96,1992,652
ROM00015360,45.15,29.667,3.0,SULINA ,3,1998,178
ROM00015410,44.633,22.633,77.0,DROBETA TURNU SEVER ,77,1993,953
ROM00015420,44.5106,26.0781,90.0,BUCURESTI BANEASA ,90,2019,51625
ROM00015450,44.317,23.867,195.0,CRAIOVA ,195,1982,548
ROM00015480,44.217,28.633,13.0,CONSTANTA ,13,2001,27610
ROM00015490,43.75,24.883,31.0,TR. MAGURELE ,31,1981,218
RPM00098135,20.45,121.967,11.0,BASCO ,11,1983,867
RPM00098223,18.1828,120.5342,4.0,LAOAG ,4,2019,16251
RPM00098233,17.6375,121.7525,61.0,TUGUEGARAO ,61,2019,1353
RPM00098322,15.317,120.383,161.0,CROW VALLEY GUNNERY ,161,1988,3166
RPM00098327,15.167,120.567,155.0,CLARK AB ,155,1991,35753
RPM00098328,16.4039,120.6014,1500.0,BAGUIO ,1500,2019,7175
RPM00098426,14.8,120.267,19.0,SUBIC BAY WEATHER ,19,1992,1333
RPM00098433,14.5814,121.3692,646.1,TANAY ,646,2019,6321
RPM00098444,13.1506,123.7283,16.0,LEGASPI ,16,2019,9002
RPM00098618,9.7403,118.7586,13.0,PUERTO PRINCESA ,13,2019,7539
RPM00098630,10.85,121.033,4.0,CUYO ,4,1979,270
RPM00098645,10.333,123.9,35.0,LAHUG ,35,1973,2175
RPM00098646,10.3222,123.98,23.0,MACTAN ,23,2019,12493
RPM00098653,9.8,125.5,55.0,SURIGAO ,55,1979,347
RPM00098747,8.4089,124.6119,186.0,LUMBIA AIRPORT ,186,2019,2996
RPM00098753,7.1278,125.6547,17.0,DAVAO AIRPORT ,17,2019,8292
RPM00098836,6.9,122.067,6.0,ZAMBOANGA ,6,1985,4876
RQM00078526,18.4317,-65.9919,4.0,PR SAN JUAN/INT. ,4,2019,52073
RQW00011603,18.5,-67.1333,65.2,PR AGUADILLA RAMEY AFB ,65,1957,6711
RQW00011607,18.0167,-66.5,9.4,PR PONCE LOSEY FIELD ,9,1948,4773
RQW00011611,18.25,-67.1333,7.9,PR MAYAGUEZ ,7,1943,104
RSM00020046,80.6264,58.0589,21.0,POLARGMO IM. E.T. KRENKELJA ,21,2019,37165
RSM00020047,80.45,52.8,5.0,BUKHTA TIKHAYA/GUKER IS. ,5,1956,4385
RSM00020069,79.5,76.98,12.0,OSTROV VIZE ,12,1991,26148
RSM00020274,77.5,82.23,23.0,OSTROV UEDINENIA ,23,1991,24206
RSM00020292,77.7131,104.2919,12.0,GMO IM.E.K. FEDOROVA ,12,2019,40770
RSM00020353,76.95,68.58,8.0,MYS ZHELANIA ,8,1993,29248
RSM00020357,76.1833,62.5667,9.0,RUSSKAJA GAVAN ,9,1954,246
RSM00020667,73.33,70.03,6.0,IM POPOVA ,6,1995,11828
RSM00020674,73.5136,80.4064,42.0,OSTROV DIKSON ,42,2019,44525
RSM00020744,72.3667,52.7,18.0,MALYE KARMAKULY ,18,2019,33978
RSM00020891,71.9772,102.4664,31.2,HATANGA ,31,2012,34969
RSM00021358,76.15,152.83,14.0,OSTROV ZOHOVA ,14,1991,20328
RSM00021432,76.0,137.8667,11.5,OSTROV KOTEL'NYJ ,11,2019,39009
RSM00021504,74.67,112.93,60.0,OSTROV PREOBRAZHENIA ,60,1996,28488
RSM00021647,73.2,143.533,23.0,MYS SHALAUROVA ,23,1997,27652
RSM00021824,71.5833,128.9167,6.0,TIKSI ,6,2019,47878
RSM00021946,70.6167,147.8833,44.0,CHOKURDAH ,44,2019,26137
RSM00021965,70.63,162.4,38.0,OSTROV CHETYREKHSTOLBO ,38,1994,32761
RSM00021982,70.967,-178.65,4.0,OSTROV VRANGELYA ,4,1999,29474
RSM00022113,68.9833,33.1167,121.0,MURMANSK ,121,2018,57421
RSM00022165,68.65,43.3,48.0,KANIN NOS ,48,1962,4393
RSM00022217,67.1692,32.3542,26.0,KANDALAKSHA ,26,2019,48723
RSM00022271,67.8767,44.1742,4.8,SHOJNA ,4,2019,44319
RSM00022522,64.95,34.65,8.0,KEM ,8,2019,51796
RSM00022543,64.6247,40.5114,4.0,ARHANGEL'SK ,4,2019,59942
