DATE,target,garden_didrain,ohare_didrain,tmpdiff,garden_prcp,garden_snfall,garden_sndpth,garden_maxtmp,garden_mintmp,garden_medtmp,garden_tobs,lake_temp,ohare_wspd,ohare_prcp,ohare_snfall,ohare_sndpth,ohare_maxtmp,ohare_mintmp,ohare_medtmp
1995-01-01,0.09,1,1,9.5,0.11,1.5,3.0,36.0,21.0,28.5,24.0,5.02,16.11,0.02,0.2,1.0,27,11,19.0
1995-01-06,0.22,1,1,9.0,0.03,0.3,1.0,24.0,3.0,13.5,24.0,0.2,10.51,0.25,3.3,1.0,27,18,22.5
1995-01-13,0.82,1,1,4.5,0.02,0.0,0.0,48.0,32.0,40.0,33.0,3.63,9.4,0.84,0.0,0.0,38,33,35.5
1995-01-14,1.14,1,1,2.5,1.94,0.0,0.0,37.0,32.0,34.5,36.0,3.52,17.0,0.8,0.0,0.0,39,35,37.0
1995-01-19,0.6300000000000001,1,1,0.0,0.18,0.8,1.0,39.0,29.0,34.0,35.0,3.03,19.01,0.81,2.4,1.0,36,32,34.0
1995-01-21,0.05,1,1,3.0,0.01,0.5,1.0,30.0,23.0,26.5,29.0,2.84,16.33,0.06,1.0,0.0,26,21,23.5
1995-01-22,0.11,1,1,3.5,0.12,2.0,3.0,26.0,19.0,22.5,22.0,2.75,13.2,0.23,3.5,3.0,22,16,19.0
1995-02-15,0.01,1,1,7.0,0.01,0.0,0.0,34.0,11.0,22.5,34.0,1.43,14.99,0.02,0.0,0.0,36,23,29.5
1995-02-20,0.0,1,1,4.5,0.01,0.0,0.0,42.0,30.0,36.0,35.0,1.4,13.87,0.01,0.0,0.0,50,31,40.5
1995-02-27,0.30000000000000004,1,1,2.0,0.4,0.0,0.0,33.0,27.0,30.0,32.0,1.68,10.74,0.1,0.0,0.0,33,31,32.0
1995-03-05,0.06999999999999999,1,1,0.5,0.08,1.8,2.0,40.0,30.0,35.0,33.0,1.18,8.5,0.15,2.0,1.0,38,31,34.5
1995-03-07,0.29000000000000004,1,1,2.0,0.1,0.0,0.0,35.0,30.0,32.5,30.0,1.06,13.42,0.39,1.5,0.0,35,26,30.5
1995-03-19,0.01,1,1,2.5,0.01,0.0,0.0,54.0,41.0,47.5,56.0,1.25,9.17,0.02,0.0,0.0,55,45,50.0
1995-03-20,0.2,1,1,1.5,0.01,0.0,0.0,59.0,38.0,48.5,58.0,1.34,19.69,0.21,0.0,0.0,60,40,50.0
1995-03-23,0.03,1,1,6.5,0.06,0.0,0.0,45.0,34.0,39.5,35.0,1.7,14.09,0.03,0.0,0.0,41,25,33.0
1995-03-27,0.30999999999999994,1,1,1.0,0.17,0.0,0.0,47.0,38.0,42.5,39.0,1.85,12.08,0.48,0.0,0.0,45,38,41.5
1995-03-28,0.41,1,1,3.0,0.5,0.0,0.0,40.0,36.0,38.0,40.0,1.81,5.14,0.09,0.0,0.0,44,38,41.0
1995-04-03,0.08,1,1,9.5,0.01,0.0,0.0,54.0,34.0,44.0,51.0,1.8,14.99,0.09,0.0,0.0,63,44,53.5
1995-04-09,0.14000000000000012,1,1,0.5,0.95,0.0,0.0,42.0,31.0,36.5,31.0,2.08,21.92,1.09,0.0,0.0,42,32,37.0
1995-04-10,0.15000000000000002,1,1,0.5,0.66,0.0,0.0,41.0,31.0,36.0,33.0,2.12,17.67,0.51,0.0,0.0,41,32,36.5
1995-04-11,0.69,1,1,12.0,0.02,0.0,0.0,43.0,32.0,37.5,42.0,2.15,12.53,0.71,0.0,0.0,61,38,49.5
1995-04-12,0.4400000000000001,1,1,9.5,0.54,0.0,0.0,62.0,36.0,49.0,37.0,2.21,17.9,0.1,0.1,0.0,44,35,39.5
1995-04-17,0.03,1,1,2.5,0.22,0.0,0.0,58.0,38.0,48.0,43.0,2.32,10.07,0.19,0.0,0.0,60,41,50.5
1995-04-18,0.04999999999999993,1,1,15.5,0.54,0.0,0.0,51.0,41.0,46.0,43.0,2.36,21.03,0.59,0.0,0.0,76,47,61.5
1995-04-21,0.030000000000000006,1,1,3.5,0.07,0.0,0.0,47.0,40.0,43.5,41.0,2.42,11.41,0.04,0.0,0.0,52,42,47.0
1995-04-25,0.07,1,1,3.0,0.08,0.0,0.0,64.0,37.0,50.5,42.0,2.64,9.62,0.01,0.0,0.0,58,37,47.5
1995-04-26,1.59,1,1,0.5,0.17,0.0,0.0,58.0,41.0,49.5,48.0,2.81,5.59,1.76,0.0,0.0,53,47,50.0
1995-04-27,2.12,1,1,1.0,2.58,0.0,0.0,50.0,44.0,47.0,46.0,2.93,13.2,0.46,0.0,0.0,52,44,48.0
1995-04-29,0.01,1,1,4.5,0.01,0.0,0.0,64.0,44.0,54.0,50.0,3.29,7.83,0.02,0.0,0.0,56,43,49.5
1995-04-30,0.06,1,1,1.0,0.15,0.0,0.0,50.0,41.0,45.5,45.0,3.36,12.3,0.09,0.0,0.0,50,39,44.5
1995-05-05,0.02,1,1,8.5,0.03,0.0,0.0,55.0,40.0,47.5,46.0,4.15,7.38,0.01,0.0,0.0,72,40,56.0
1995-05-08,0.33,1,1,4.0,0.07,0.0,0.0,73.0,50.0,61.5,51.0,4.05,16.55,0.4,0.0,0.0,66,49,57.5
1995-05-13,0.06,1,1,3.0,0.02,0.0,0.0,74.0,55.0,64.5,57.0,5.02,15.21,0.08,0.0,0.0,66,57,61.5
1995-05-18,0.21,1,1,1.0,0.01,0.0,0.0,55.0,47.0,51.0,50.0,5.41,10.96,0.22,0.0,0.0,58,46,52.0
1995-05-23,0.4,1,1,7.5,0.83,0.0,0.0,77.0,58.0,67.5,61.0,6.31,10.07,1.23,0.0,0.0,69,51,60.0
1995-05-24,0.5700000000000001,1,1,5.5,0.79,0.0,0.0,68.0,48.0,58.0,51.0,6.28,9.4,0.22,0.0,0.0,57,48,52.5
1995-05-25,0.03999999999999998,1,1,4.5,0.21,0.0,0.0,54.0,45.0,49.5,49.0,6.28,8.5,0.17,0.0,0.0,62,46,54.0
1995-05-27,0.32,1,1,6.0,0.01,0.0,0.0,61.0,48.0,54.5,53.0,6.43,12.53,0.33,0.0,0.0,68,53,60.5
1995-05-28,0.13999999999999996,1,1,5.5,0.42,0.0,0.0,69.0,51.0,60.0,69.0,6.53,17.0,0.28,0.0,0.0,74,57,65.5
1995-06-03,0.02,1,1,4.5,0.03,0.0,0.0,69.0,55.0,62.0,66.0,9.56,8.72,0.01,0.0,0.0,75,58,66.5
1995-06-07,0.03,1,1,7.5,0.03,0.0,0.0,90.0,68.0,79.0,75.0,11.49,12.75,0.06,0.0,0.0,92,51,71.5
1995-06-10,0.13,1,1,12.5,0.09,0.0,0.0,60.0,50.0,55.0,55.0,10.34,9.84,0.22,0.0,0.0,83,52,67.5
1995-06-28,0.02,1,1,2.0,0.06,0.0,0.0,89.0,64.0,76.5,69.0,19.2,6.93,0.04,0.0,0.0,82,67,74.5
1995-07-05,1.44,1,1,1.5,1.69,0.0,0.0,82.0,65.0,73.5,72.0,16.79,16.11,0.25,0.0,0.0,85,65,75.0
1995-07-09,0.09000000000000001,1,1,2.5,0.01,0.0,0.0,78.0,62.0,70.0,70.0,17.22,7.61,0.1,0.0,0.0,84,61,72.5
1995-07-20,0.4,1,1,4.5,0.27,0.0,0.0,88.0,69.0,78.5,71.0,19.72,7.16,0.67,0.0,0.0,79,69,74.0
1995-07-23,0.08,1,1,1.0,0.09,0.0,0.0,86.0,64.0,75.0,74.0,20.99,6.49,0.01,0.0,0.0,87,65,76.0
1995-07-26,0.16999999999999998,1,1,1.0,0.01,0.0,0.0,89.0,70.0,79.5,72.0,21.81,9.4,0.18,0.0,0.0,87,70,78.5
1995-08-01,0.04,1,1,7.5,0.12,0.0,0.0,96.0,70.0,83.0,70.0,22.49,8.5,0.08,0.0,0.0,81,70,75.5
1995-08-03,0.24,1,1,0.0,0.36,0.0,0.0,79.0,70.0,74.5,71.0,22.35,6.04,0.12,0.0,0.0,78,71,74.5
1995-08-16,0.69,1,1,8.5,0.55,0.0,0.0,82.0,68.0,75.0,76.0,23.86,6.26,1.24,0.0,0.0,94,73,83.5
1995-08-17,0.8,1,1,4.0,1.0,0.0,0.0,87.0,70.0,78.5,74.0,23.7,4.92,0.2,0.0,0.0,93,72,82.5
1995-09-21,0.21,1,1,8.5,0.11,0.0,0.0,60.0,48.0,54.0,48.0,16.72,13.87,0.32,0.0,0.0,50,41,45.5
1995-10-01,0.03,1,1,5.5,0.17,0.0,0.0,83.0,59.0,71.0,59.0,15.57,14.99,0.14,0.0,0.0,75,56,65.5
1995-10-03,0.0,1,1,0.5,0.06,0.0,0.0,72.0,49.0,60.5,56.0,15.42,4.7,0.06,0.0,0.0,71,51,61.0
1995-10-06,0.030000000000000027,1,1,0.5,1.07,0.0,0.0,59.0,56.0,57.5,58.0,15.06,9.17,1.04,0.0,0.0,61,53,57.0
1995-10-14,0.06,1,1,16.5,0.2,0.0,0.0,84.0,44.0,64.0,47.0,14.0,14.99,0.14,0.0,0.0,52,43,47.5
1995-10-20,0.94,1,1,17.0,1.49,0.0,0.0,79.0,44.0,61.5,44.0,12.16,12.08,0.55,0.0,0.0,49,40,44.5
1995-10-21,0.0,1,1,9.5,0.08,0.0,0.0,58.0,40.0,49.0,41.0,11.91,12.08,0.08,0.0,0.0,43,36,39.5
1995-10-27,0.11000000000000004,1,1,0.5,0.29,0.0,0.0,63.0,43.0,53.0,51.0,10.71,14.76,0.4,0.0,0.0,58,49,53.5
1995-10-28,0.09,1,1,5.5,0.22,0.0,0.0,58.0,44.0,51.0,46.0,10.58,9.4,0.13,0.0,0.0,51,40,45.5
1995-10-29,0.03,1,1,1.5,0.04,0.0,0.0,49.0,35.0,42.0,42.0,10.49,9.62,0.01,0.0,0.0,53,34,43.5
1995-10-30,0.18,1,1,4.0,0.06,0.0,0.0,54.0,39.0,46.5,42.0,10.37,7.83,0.24,0.0,0.0,45,40,42.5
1995-10-31,0.03,1,1,3.0,0.23,0.0,0.0,45.0,39.0,42.0,40.0,10.12,10.74,0.2,0.0,0.0,50,40,45.0
1995-11-01,0.34,1,1,9.5,0.29,0.0,0.0,52.0,40.0,46.0,52.0,9.86,11.18,0.63,0.0,0.0,62,49,55.5
1995-11-02,0.58,1,1,9.0,0.62,0.0,0.0,62.0,45.0,53.5,45.0,9.61,11.86,0.04,0.0,0.0,60,29,44.5
1995-11-11,2.06,1,1,13.5,2.27,2.0,2.0,55.0,25.0,40.0,25.0,8.03,14.76,0.21,1.9,1.0,36,17,26.5
1995-11-16,0.0,1,1,1.5,0.04,0.5,1.0,36.0,25.0,30.5,34.0,7.18,6.49,0.04,0.4,1.0,37,27,32.0
1995-12-05,0.03,1,1,3.0,0.1,0.0,0.0,43.0,22.0,32.5,39.0,4.85,17.0,0.07,0.0,0.0,45,26,35.5
1995-12-09,0.3,1,1,11.5,0.31,1.3,1.0,29.0,-5.0,12.0,-2.0,4.39,20.8,0.01,0.2,3.0,5,-4,0.5
1995-12-12,0.040000000000000015,1,1,9.0,0.1,2.0,2.0,11.0,2.0,6.5,10.0,3.99,8.72,0.06,1.4,3.0,24,7,15.5
1995-12-13,0.11,1,1,11.0,0.18,4.0,6.0,26.0,10.0,18.0,25.0,3.89,13.2,0.07,0.5,4.0,36,22,29.0
1995-12-31,0.05,1,1,3.5,0.08,1.5,2.0,35.0,26.0,30.5,34.0,2.59,5.59,0.03,0.6,2.0,36,32,34.0
1996-01-06,0.01,1,1,3.0,0.01,0.0,0.0,22.0,10.0,16.0,13.0,1.76,9.17,0.02,0.5,0.0,26,12,19.0
1996-01-07,0.01,1,1,2.0,0.01,0.0,0.0,26.0,14.0,20.0,18.0,1.75,14.54,0.02,0.4,0.0,25,11,18.0
1996-01-11,0.1,1,1,4.0,0.15,1.7,2.0,31.0,13.0,22.0,26.0,1.56,10.51,0.25,3.6,1.0,28,24,26.0
1996-01-18,0.059999999999999935,1,1,10.5,0.7,0.0,0.0,59.0,36.0,47.5,58.0,1.52,24.83,0.64,0.1,0.0,61,13,37.0
1996-01-23,0.0,1,1,5.5,0.02,0.0,0.0,45.0,31.0,38.0,32.0,1.3,11.63,0.02,0.0,0.0,36,29,32.5
1996-01-27,0.28,1,1,12.0,0.29,0.0,0.0,40.0,17.0,28.5,20.0,1.32,19.46,0.01,0.3,0.0,23,10,16.5
1996-01-29,0.05,1,1,4.0,0.06,1.0,1.0,33.0,12.0,22.5,17.0,1.18,18.79,0.01,0.5,0.0,32,5,18.5
1996-03-07,0.25,1,1,4.0,0.26,4.0,4.0,25.0,5.0,15.0,9.0,0.37,13.87,0.01,0.4,3.0,17,5,11.0
1996-03-25,0.47,1,1,10.5,0.48,0.0,0.0,61.0,32.0,46.5,33.0,0.52,21.47,0.01,0.0,0.0,56,16,36.0
1996-04-14,0.2,1,1,0.5,0.01,0.0,0.0,44.0,32.0,38.0,35.0,0.78,13.87,0.21,0.0,0.0,44,33,38.5
1996-04-20,0.24,1,1,7.0,0.25,0.0,0.0,74.0,43.0,58.5,55.0,0.79,14.09,0.01,0.0,0.0,57,46,51.5
1996-04-22,0.11,1,1,2.0,0.09,0.0,0.0,63.0,45.0,54.0,51.0,0.91,8.5,0.2,0.0,0.0,63,41,52.0
1996-04-29,0.06,1,1,4.0,0.25,0.0,0.0,50.0,39.0,44.5,40.0,1.49,15.21,0.31,0.0,0.0,45,36,40.5
1996-05-07,0.1,1,1,5.0,0.17,0.0,0.0,50.0,41.0,45.5,45.0,2.18,8.28,0.07,0.0,0.0,56,45,50.5
1996-05-09,1.85,1,1,2.5,0.25,0.0,0.0,68.0,43.0,55.5,49.0,2.4,6.49,2.1,0.0,0.0,70,46,58.0
1996-05-10,0.6599999999999999,1,1,2.0,0.97,0.0,0.0,65.0,42.0,53.5,54.0,2.53,12.97,0.31,0.0,0.0,64,39,51.5
1996-05-14,0.06,1,1,0.5,0.02,0.0,0.0,57.0,37.0,47.0,48.0,2.68,11.18,0.08,0.0,0.0,57,38,47.5
1996-05-15,0.36,1,1,4.0,0.38,0.0,0.0,59.0,43.0,51.0,45.0,3.11,7.83,0.02,0.0,0.0,63,47,55.0
1996-05-16,0.16,1,1,3.5,0.01,0.0,0.0,57.0,44.0,50.5,47.0,3.47,7.38,0.17,0.0,0.0,57,51,54.0
1996-05-17,1.53,1,1,19.0,1.58,0.0,0.0,54.0,45.0,49.5,50.0,3.88,11.41,0.05,0.0,0.0,88,49,68.5
1996-05-20,0.5899999999999999,1,1,8.5,1.65,0.0,0.0,91.0,60.0,75.5,61.0,3.98,7.38,1.06,0.0,0.0,79,55,67.0
1996-05-23,0.5199999999999999,1,1,10.5,0.05,0.0,0.0,83.0,50.0,66.5,51.0,4.07,8.5,0.57,0.0,0.0,66,46,56.0
1996-05-24,0.07,1,1,4.0,0.27,0.0,0.0,52.0,44.0,48.0,52.0,4.11,11.86,0.34,0.0,0.0,56,48,52.0
1996-05-25,0.32,1,1,2.0,0.4,0.0,0.0,54.0,43.0,48.5,48.0,4.22,10.07,0.08,0.0,0.0,56,45,50.5
1996-05-26,0.009999999999999995,1,1,1.5,0.05,0.0,0.0,57.0,48.0,52.5,52.0,4.31,12.97,0.06,0.0,0.0,60,48,54.0
1996-05-27,0.04999999999999999,1,1,0.5,0.38,0.0,0.0,58.0,45.0,51.5,51.0,4.28,14.32,0.43,0.0,0.0,54,48,51.0
1996-05-28,1.31,1,1,2.0,0.14,0.0,0.0,54.0,45.0,49.5,49.0,4.36,11.41,1.45,0.0,0.0,57,46,51.5
1996-06-02,0.38,1,1,0.5,0.64,0.0,0.0,76.0,59.0,67.5,63.0,5.18,11.63,0.26,0.0,0.0,79,57,68.0
1996-06-04,0.25,1,1,4.5,0.11,0.0,0.0,70.0,54.0,62.0,55.0,5.54,5.82,0.36,0.0,0.0,62,53,57.5
1996-06-05,0.4700000000000001,1,1,5.0,0.56,0.0,0.0,62.0,49.0,55.5,56.0,5.79,8.05,0.09,0.0,0.0,74,47,60.5
1996-06-06,0.56,1,1,2.5,0.25,0.0,0.0,76.0,55.0,65.5,67.0,6.14,6.93,0.81,0.0,0.0,73,53,63.0
1996-06-07,0.4900000000000001,1,1,9.0,0.56,0.0,0.0,78.0,48.0,63.0,54.0,6.47,8.5,0.07,0.0,0.0,60,48,54.0
1996-06-09,0.53,1,1,8.5,0.02,0.0,0.0,55.0,42.0,48.5,53.0,7.2,10.29,0.55,0.0,0.0,60,54,57.0
1996-06-10,0.54,1,1,9.0,0.56,0.0,0.0,59.0,47.0,53.0,59.0,7.57,6.93,0.02,0.0,0.0,71,53,62.0
1996-06-17,1.28,1,1,6.0,0.18,0.0,0.0,82.0,55.0,68.5,67.0,9.25,7.38,1.46,0.0,0.0,85,64,74.5
1996-06-19,0.040000000000000015,1,1,0.5,0.07,0.0,0.0,81.0,57.0,69.0,59.0,9.53,5.14,0.03,0.0,0.0,75,64,69.5
1996-07-18,2.3,1,1,9.0,3.03,0.0,0.0,79.0,60.0,69.5,70.0,16.07,10.29,0.73,0.0,0.0,88,69,78.5
1996-08-06,0.09000000000000008,1,1,1.0,0.47,0.0,0.0,93.0,68.0,80.5,74.0,20.58,8.72,0.56,0.0,0.0,90,69,79.5
1996-08-19,0.23,1,1,1.5,0.27,0.0,0.0,81.0,68.0,74.5,72.0,21.22,9.17,0.04,0.0,0.0,85,67,76.0
1996-08-22,0.029999999999999968,1,1,0.5,0.42,0.0,0.0,88.0,72.0,80.0,76.0,21.53,9.17,0.39,0.0,0.0,89,70,79.5
1996-09-08,0.4,1,1,1.0,0.2,0.0,0.0,79.0,65.0,72.0,69.0,22.68,2.68,0.6,0.0,0.0,84,62,73.0
1996-09-21,0.03,1,1,2.5,0.06,0.0,0.0,73.0,49.0,61.0,59.0,15.31,3.8,0.03,0.0,0.0,73,54,63.5
1996-09-27,2.06,1,1,2.0,2.11,0.0,0.0,66.0,55.0,60.5,56.0,14.89,11.18,0.05,0.0,0.0,65,52,58.5
1996-10-08,0.01999999999999999,1,1,4.5,0.14,0.0,0.0,52.0,47.0,49.5,49.0,12.96,9.84,0.16,0.0,0.0,50,40,45.0
1996-10-10,0.33,1,1,9.0,0.4,0.0,0.0,60.0,39.0,49.5,45.0,12.46,11.18,0.07,0.0,0.0,50,31,40.5
1996-10-16,0.13000000000000006,1,1,3.0,0.15,0.0,0.0,78.0,54.0,66.0,58.0,12.28,6.71,0.28,0.0,0.0,69,57,63.0
1996-10-17,0.1,1,1,6.0,0.11,0.0,0.0,72.0,57.0,64.5,61.0,12.3,13.65,0.21,0.0,0.0,71,46,58.5
1996-10-18,0.08,1,1,12.5,0.11,0.0,0.0,73.0,43.0,58.0,46.0,12.0,12.3,0.03,0.0,0.0,54,37,45.5
1996-10-23,0.4,1,1,6.5,0.49,0.0,0.0,61.0,37.0,49.0,38.0,11.37,10.29,0.09,0.0,0.0,48,37,42.5
1996-10-30,0.88,1,1,9.0,0.89,0.0,0.0,64.0,42.0,53.0,46.0,10.15,23.49,0.01,0.0,0.0,58,30,44.0
1996-11-21,0.44,1,1,1.0,0.48,5.0,5.0,38.0,31.0,34.5,34.0,6.55,7.83,0.04,0.0,3.0,37,30,33.5
1996-12-05,0.06,1,1,2.0,0.07,1.0,1.0,39.0,22.0,30.5,32.0,5.07,10.74,0.13,0.0,1.0,34,31,32.5
1996-12-25,0.07,1,1,6.5,0.1,0.1,0.0,22.0,1.0,11.5,7.0,3.65,8.5,0.03,0.0,1.0,9,1,5.0
1996-12-26,0.05,1,1,4.5,0.09,1.5,2.0,13.0,6.0,9.5,13.0,3.48,6.04,0.04,0.0,1.0,19,9,14.0
1997-01-04,0.15999999999999998,1,1,7.5,0.25,0.0,0.0,54.0,34.0,44.0,54.0,2.74,13.2,0.41,0.0,0.0,64,39,51.5
1997-01-09,0.06,1,1,5.0,0.2,3.5,4.0,32.0,10.0,21.0,28.0,2.46,9.17,0.14,5.6,1.0,28,24,26.0
1997-01-15,0.16999999999999998,1,1,4.0,0.07,1.0,5.0,24.0,5.0,14.5,18.0,1.69,10.29,0.24,4.2,2.0,25,12,18.5
1997-01-22,0.25,1,1,3.5,0.26,0.0,3.0,47.0,31.0,39.0,45.0,1.27,18.79,0.01,0.0,1.0,46,25,35.5
1997-02-08,0.030000000000000006,1,1,1.0,0.07,1.0,3.0,30.0,24.0,27.0,30.0,0.78,7.83,0.04,1.0,1.0,33,19,26.0
1997-02-12,0.07,1,1,2.0,0.1,2.5,5.0,28.0,16.0,22.0,18.0,0.81,11.41,0.03,2.5,2.0,25,15,20.0
1997-02-16,0.13,1,1,6.5,0.4,4.0,5.0,34.0,15.0,24.5,24.0,0.77,9.62,0.27,6.0,5.0,26,10,18.0
1997-02-21,0.23999999999999974,1,1,5.5,3.2,0.0,0.0,46.0,35.0,40.5,36.0,0.86,19.24,3.44,2.0,1.0,44,26,35.0
1997-04-05,0.03,1,1,3.0,0.23,0.0,0.0,76.0,52.0,64.0,57.0,1.24,17.45,0.26,0.0,0.0,67,55,61.0
1997-04-12,0.56,1,1,2.5,0.65,0.8,1.0,39.0,32.0,35.5,36.0,1.45,14.09,0.09,0.0,0.0,36,30,33.0
1997-04-16,0.1,1,1,11.5,0.12,0.0,0.0,68.0,41.0,54.5,44.0,1.44,11.63,0.02,0.0,0.0,51,35,43.0
1997-04-19,0.009999999999999995,1,1,4.5,0.08,0.0,0.0,51.0,32.0,41.5,40.0,1.62,4.25,0.07,0.0,0.0,54,38,46.0
1997-04-20,0.05,1,1,6.0,0.01,0.0,0.0,50.0,34.0,42.0,44.0,1.69,5.37,0.06,0.0,0.0,59,37,48.0
1997-04-21,0.09,1,1,5.5,0.13,0.0,0.0,62.0,39.0,50.5,39.0,1.74,9.17,0.04,0.0,0.0,52,38,45.0
1997-04-24,0.13,1,1,2.0,0.15,0.0,0.0,51.0,39.0,45.0,40.0,1.82,9.17,0.02,0.0,0.0,55,39,47.0
1997-05-01,0.94,1,1,3.0,1.07,0.0,0.0,66.0,37.0,51.5,41.0,2.79,11.63,0.13,0.0,0.0,60,37,48.5
1997-05-03,0.42,1,1,2.5,0.44,0.0,0.0,53.0,41.0,47.0,44.0,2.86,12.3,0.02,0.0,0.0,57,42,49.5
1997-05-08,0.58,1,1,6.5,0.6,0.0,0.0,59.0,50.0,54.5,56.0,2.98,17.0,0.02,0.0,0.0,71,51,61.0
1997-05-15,0.01,1,1,5.0,0.02,0.0,0.0,58.0,41.0,49.5,42.0,3.63,14.09,0.01,0.0,0.0,51,38,44.5
1997-05-25,0.14,1,1,14.0,0.25,0.0,0.0,81.0,46.0,63.5,48.0,4.88,13.2,0.11,0.0,0.0,54,45,49.5
1997-06-02,0.28,1,1,2.0,0.58,0.0,0.0,65.0,47.0,56.0,51.0,6.43,11.18,0.3,0.0,0.0,65,51,58.0
1997-06-06,0.2,1,1,0.5,0.29,0.0,0.0,73.0,56.0,64.5,58.0,7.73,7.38,0.09,0.0,0.0,70,58,64.0
1997-06-07,0.44,1,1,2.0,0.06,0.0,0.0,67.0,53.0,60.0,56.0,8.03,8.5,0.5,0.0,0.0,62,54,58.0
1997-06-12,0.31,1,1,0.5,0.33,0.0,0.0,78.0,61.0,69.5,68.0,10.91,4.92,0.02,0.0,0.0,77,63,70.0
1997-06-13,0.15000000000000002,1,1,4.5,0.26,0.0,0.0,75.0,58.0,66.5,71.0,10.81,7.61,0.11,0.0,0.0,84,58,71.0
1997-06-16,0.23,1,1,0.5,1.26,0.0,0.0,83.0,50.0,66.5,67.0,9.6,10.51,1.03,0.0,0.0,80,54,67.0
1997-06-21,0.0,1,1,3.0,0.13,0.0,0.0,91.0,64.0,77.5,68.0,11.38,12.3,0.13,0.0,0.0,83,66,74.5
1997-06-25,0.040000000000000036,1,1,3.5,0.35,0.0,0.0,93.0,70.0,81.5,72.0,13.01,11.18,0.39,0.0,0.0,86,70,78.0
1997-07-21,0.7899999999999999,1,1,4.5,0.84,0.0,0.0,91.0,62.0,76.5,72.0,18.4,8.95,0.05,0.0,0.0,79,65,72.0
1997-07-22,0.09000000000000001,1,1,0.5,0.14,0.0,0.0,76.0,61.0,68.5,68.0,18.45,10.29,0.05,0.0,0.0,71,67,69.0
1997-07-23,0.8099999999999999,1,1,4.0,0.82,0.0,0.0,71.0,60.0,65.5,65.0,18.55,8.5,0.01,0.0,0.0,74,65,69.5
1997-07-27,0.31,1,1,1.0,0.32,0.0,0.0,96.0,70.0,83.0,77.0,20.17,5.59,0.01,0.0,0.0,92,72,82.0
1997-08-04,0.01999999999999999,1,1,4.5,0.07,0.0,0.0,86.0,66.0,76.0,72.0,19.59,11.18,0.09,0.0,0.0,79,64,71.5
1997-08-11,0.15000000000000002,1,1,7.0,0.51,0.0,0.0,84.0,64.0,74.0,66.0,19.72,9.17,0.66,0.0,0.0,70,64,67.0
1997-08-12,0.25,1,1,3.5,0.66,0.0,0.0,70.0,62.0,66.0,66.0,19.53,8.05,0.91,0.0,0.0,75,64,69.5
1997-08-15,0.05000000000000005,1,1,15.5,0.55,0.0,0.0,76.0,46.0,61.0,70.0,19.23,10.51,0.5,0.0,0.0,83,70,76.5
1997-08-16,1.41,1,1,2.0,0.01,0.0,0.0,85.0,70.0,77.5,79.0,19.29,10.51,1.42,0.0,0.0,90,69,79.5
1997-08-17,0.97,1,1,8.5,1.7,0.0,0.0,89.0,66.0,77.5,68.0,19.01,8.05,0.73,0.0,0.0,76,62,69.0
1997-08-18,0.35,1,1,1.5,0.36,0.0,0.0,72.0,59.0,65.5,60.0,18.88,8.28,0.01,0.0,0.0,70,58,64.0
1997-08-24,0.5399999999999999,1,1,4.0,0.59,0.0,0.0,78.0,56.0,67.0,67.0,18.19,9.84,0.05,0.0,0.0,78,64,71.0
1997-09-08,0.09,1,1,2.0,0.02,0.0,0.0,70.0,61.0,65.5,65.0,17.43,8.05,0.11,0.0,0.0,72,63,67.5
1997-09-23,0.07,1,1,1.5,0.11,0.0,0.0,64.0,50.0,57.0,54.0,16.72,8.28,0.04,0.0,0.0,65,52,58.5
1997-10-04,0.03,1,1,9.0,0.08,0.0,0.0,88.0,62.0,75.0,71.0,15.45,8.05,0.11,0.0,0.0,78,54,66.0
1997-10-09,0.010000000000000007,1,1,11.5,0.17,0.0,0.0,85.0,66.0,75.5,69.0,15.26,14.32,0.16,0.0,0.0,75,53,64.0
1997-10-13,0.30000000000000004,1,1,9.0,0.21,0.0,0.0,79.0,57.0,68.0,57.0,14.44,12.97,0.51,0.0,0.0,74,44,59.0
1997-10-24,0.32,1,1,0.0,0.02,0.0,0.0,54.0,38.0,46.0,46.0,11.92,7.16,0.34,0.0,0.0,49,43,46.0
1997-10-25,0.19,1,1,1.0,0.26,0.0,0.0,50.0,46.0,48.0,49.0,11.59,11.86,0.07,0.0,0.0,49,45,47.0
1997-10-26,1.41,1,1,5.0,0.1,0.0,0.0,48.0,42.0,45.0,44.0,11.27,19.69,1.51,0.0,0.0,46,34,40.0
1997-11-01,0.010000000000000002,1,1,10.0,0.04,0.0,0.0,68.0,52.0,60.0,53.0,10.38,12.08,0.05,0.0,0.0,57,43,50.0
1997-11-03,0.009999999999999998,1,1,2.0,0.02,0.0,0.0,44.0,33.0,38.5,34.0,10.21,6.49,0.03,0.3,0.0,40,33,36.5
1997-11-04,0.02,1,1,0.5,0.03,0.0,0.0,44.0,35.0,39.5,38.0,10.16,6.49,0.01,0.0,0.0,41,37,39.0
1997-11-15,0.08999999999999997,1,1,6.5,0.48,1.5,2.0,39.0,32.0,35.5,34.0,8.38,8.95,0.39,3.0,3.0,34,24,29.0
1997-12-01,0.03,1,1,2.0,0.03,0.0,0.0,43.0,36.0,39.5,38.0,6.29,8.5,0.06,0.0,0.0,41,34,37.5
1997-12-03,0.0,1,1,0.5,0.12,0.0,0.0,40.0,34.0,37.0,38.0,6.13,5.82,0.12,0.0,0.0,38,35,36.5
